ID,lexiconId,DisplayText,ThemePackId,CategoryTag,Weight,EffectId,notes
87,102017,沁州黄小米,1,2,1.0,0,
88,102018,平遥碗托子,1,2,1.0,0,
89,102019,大同羊杂,1,2,1.0,0,
90,102020,右玉熏鸡,1,2,1.0,0,
91,102021,定襄蒸肉,1,2,1.0,0,
92,102022,原平锅魁,1,2,1.0,0,
93,102023,清徐灌肠,1,2,1.0,0,
94,102024,潞城甩饼,1,2,1.0,0,
95,102025,汾阳核桃,1,2,1.0,0,
96,102026,德州扒鸡,1,2,1.0,0,
97,102027,九转大肠,1,2,1.0,0,
98,102028,糖醋鲤鱼,1,2,1.0,0,
99,102029,葱烧海参,1,2,1.0,0,
100,102030,油旋,1,2,1.0,0,
101,102031,济南把子肉,1,2,1.0,0,
102,102032,煎饼卷大葱,1,2,1.0,0,
103,102033,青岛大包,1,2,1.0,0,
104,102034,周村烧饼,1,2,1.0,0,
105,102035,单县羊汤,1,2,1.0,0,
106,102036,烟台焖子,1,2,1.0,0,
107,102037,潍坊朝天锅,1,2,1.0,0,
108,102038,博山酥锅,1,2,1.0,0,
109,102039,曲阜熏豆腐,1,2,1.0,0,
110,102040,泰山三美,1,2,1.0,0,
111,102041,临沂炒鸡,1,2,1.0,0,
112,102042,胶东鲅鱼饺子,1,2,1.0,0,
113,102043,淄博烧烤,1,2,1.0,0,
114,102044,菏泽壮馍,1,2,1.0,0,
115,102045,东阿阿胶,1,2,1.0,0,
116,102046,莱芜香肠,1,2,1.0,0,
117,102047,青岛啤酒,1,2,1.0,0,
118,102048,胡辣汤,1,2,1.0,0,
119,102049,烩面,1,2,1.0,0,
120,102050,灌汤包,1,2,1.0,0,
121,102051,道口烧鸡,1,2,1.0,0,
122,102052,洛阳水席,1,2,1.0,0,
123,102053,浆面条,1,2,1.0,0,
124,102054,开封炒凉粉,1,2,1.0,0,
125,102055,焖子,1,2,1.0,0,
126,102056,炸八块,1,2,1.0,0,
127,102057,桶子鸡,1,2,1.0,0,
128,102058,鲤鱼焙面,1,2,1.0,0,
129,102059,牡丹燕菜,1,2,1.0,0,
130,102060,芝麻烧饼,1,2,1.0,0,
131,102061,开封花生糕,1,2,1.0,0,
132,102062,信阳炖菜,1,2,1.0,0,
133,102063,逍遥镇胡辣汤,1,2,1.0,0,
134,102064,郑州烩面,1,2,1.0,0,
135,102065,安阳扁粉菜,1,2,1.0,0,
136,102066,濮阳壮馍,1,2,1.0,0,
137,102067,武涉油茶,1,2,1.0,0,
138,102068,洛阳牛肉汤,1,2,1.0,0,
139,102069,郏县饸饹面,1,2,1.0,0,
140,102070,信阳板鸭,1,2,1.0,0,
141,103001,锅包肉,1,3,1.0,0,
142,103002,小鸡炖蘑菇,1,3,1.0,0,
143,103003,猪肉炖粉条,1,3,1.0,0,
144,103004,地三鲜,1,3,1.0,0,
145,103005,酸菜白肉,1,3,1.0,0,
146,103006,溜肉段,1,3,1.0,0,
147,103007,雪绵豆沙,1,3,1.0,0,
148,103008,大连铁板鱿鱼,1,3,1.0,0,
149,103009,老边饺子,1,3,1.0,0,
150,103010,马家烧麦,1,3,1.0,0,
151,103011,沈阳回头,1,3,1.0,0,
152,103012,锦州烧烤,1,3,1.0,0,
153,103013,大连海凉粉,1,3,1.0,0,
154,103014,抚顺麻辣拌,1,3,1.0,0,
155,103015,本溪羊汤,1,3,1.0,0,
156,103016,沈阳鸡架,1,3,1.0,0,
157,103017,沟帮子熏鸡,1,3,1.0,0,
158,103018,海城馅饼,1,3,1.0,0,
159,103019,延吉冷面,1,3,1.0,0,
160,103020,石锅拌饭,1,3,1.0,0,
161,103021,打糕,1,3,1.0,0,
162,103022,辣白菜,1,3,1.0,0,
163,103023,米肠,1,3,1.0,0,
164,103024,清蒸白鱼,1,3,1.0,0,
165,103025,白肉血肠,1,3,1.0,0,
166,103026,庆岭活鱼,1,3,1.0,0,
167,103027,煎粉,1,3,1.0,0,
168,103028,长春蹄花丝,1,3,1.0,0,
169,103029,李连贵熏肉大饼,1,3,1.0,0,
170,103030,四平熏兔,1,3,1.0,0,
171,103031,吉林黏豆包,1,3,1.0,0,
172,103032,松原炒米,1,3,1.0,0,
173,103033,通化葡萄酒,1,3,1.0,0,
174,103034,得莫利炖鱼,1,3,1.0,0,
175,103035,杀猪菜,1,3,1.0,0,
176,103036,大列巴,1,3,1.0,0,
177,103037,红肠,1,3,1.0,0,
178,103038,格瓦斯,1,3,1.0,0,
179,103039,哈尔滨熏鸡,1,3,1.0,0,
180,103040,扒猪脸,1,3,1.0,0,
181,103041,松仁小肚,1,3,1.0,0,
182,103042,大庆坑烤,1,3,1.0,0,
183,103043,齐齐哈尔烤肉,1,3,1.0,0,
184,103044,牡丹江朝鲜冷面,1,3,1.0,0,
185,103045,鸡西冷面,1,3,1.0,0,
186,103046,同江生鱼片,1,3,1.0,0,
187,103047,伊春蓝莓,1,3,1.0,0,
188,103048,五常大米,1,3,1.0,0,
189,103049,马迭尔冰棍,1,3,1.0,0,
190,103050,东北乱炖,1,3,1.0,0,
191,103051,手把肉,1,3,1.0,0,
192,103052,烤全羊,1,3,1.0,0,
193,103053,涮羊肉,1,3,1.0,0,
194,103054,莜面窝窝,1,3,1.0,0,
195,103055,奶茶,1,3,1.0,0,
196,103056,奶豆腐,1,3,1.0,0,
197,103057,风干牛肉,1,3,1.0,0,
198,103058,羊血肠,1,3,1.0,0,
199,103059,炒米,1,3,1.0,0,
200,103060,酸奶饼,1,3,1.0,0,
201,103061,蒙古馅饼,1,3,1.0,0,
202,103062,呼伦贝尔烤肉,1,3,1.0,0,
203,103063,卓资山熏鸡,1,3,1.0,0,
204,103064,赤峰对夹,1,3,1.0,0,
205,103065,通辽荞面饸饹,1,3,1.0,0,
206,103066,油炸糕,1,3,1.0,0,
207,103067,锡盟黄油,1,3,1.0,0,
208,103068,草原白蘑,1,3,1.0,0,
209,104001,盐水鸭,1,4,1.0,0,
210,104002,鸭血粉丝汤,1,4,1.0,0,
211,104003,蟹黄汤包,1,4,1.0,0,
212,104004,松鼠鳜鱼,1,4,1.0,0,
213,104005,清炖蟹粉狮子头,1,4,1.0,0,
214,104006,大煮干丝,1,4,1.0,0,
215,104007,扬州炒饭,1,4,1.0,0,
216,104008,镇江锅盖面,1,4,1.0,0,
217,104009,三丁包子,1,4,1.0,0,
218,104010,千层油糕,1,4,1.0,0,
219,104011,黄桥烧饼,1,4,1.0,0,
220,104012,无锡排骨,1,4,1.0,0,
221,104013,太湖三白,1,4,1.0,0,
222,104014,奥灶面,1,4,1.0,0,
223,104015,阳澄湖大闸蟹,1,4,1.0,0,
224,104016,藏书羊肉,1,4,1.0,0,
225,104017,常熟叫花鸡,1,4,1.0,0,
226,104018,徐州地锅鸡,1,4,1.0,0,
227,104019,盱眙龙虾,1,4,1.0,0,
228,104020,淮安软兜长鱼,1,4,1.0,0,
229,104021,南京牛肉锅贴,1,4,1.0,0,
230,104022,苏州糖粥,1,4,1.0,0,
231,104023,东坡肉,1,4,1.0,0,
232,104024,龙井虾仁,1,4,1.0,0,
233,104025,西湖醋鱼,1,4,1.0,0,
234,104026,叫花鸡,1,4,1.0,0,
235,104027,片儿川,1,4,1.0,0,
236,104028,宁波汤圆,1,4,1.0,0,
237,104029,嘉兴粽子,1,4,1.0,0,
238,104030,绍兴臭豆腐,1,4,1.0,0,
239,104031,金华火腿,1,4,1.0,0,
240,104032,温州鱼丸,1,4,1.0,0,
241,104033,葱包桧,1,4,1.0,0,
242,104034,定胜糕,1,4,1.0,0,
243,104035,吴山酥油饼,1,4,1.0,0,
244,104036,衢州鸭头,1,4,1.0,0,
245,104037,舟山带鱼,1,4,1.0,0,
246,104038,奉化芋头,1,4,1.0,0,
247,104039,安吉白茶,1,4,1.0,0,
248,104040,嵊州小笼包,1,4,1.0,0,
249,104041,台州麦虾,1,4,1.0,0,
250,104042,丽水缙云烧饼,1,4,1.0,0,
251,104043,小笼包,1,4,1.0,0,
252,104044,生煎包,1,4,1.0,0,
253,104045,葱油拌面,1,4,1.0,0,
254,104046,白斩鸡,1,4,1.0,0,
255,104047,八宝鸭,1,4,1.0,0,
256,104048,油墩子,1,4,1.0,0,
257,104049,排骨年糕,1,4,1.0,0,
258,104050,蟹壳黄,1,4,1.0,0,
259,104051,开洋葱油面,1,4,1.0,0,
260,104052,糟钵头,1,4,1.0,0,
261,104053,红烧肉,1,4,1.0,0,
262,104054,酱鸭,1,4,1.0,0,
263,104055,四喜烤麸,1,4,1.0,0,
264,104056,腌笃鲜,1,4,1.0,0,
265,104057,八宝饭,1,4,1.0,0,
266,104058,臭鳜鱼,1,4,1.0,0,
267,104059,毛豆腐,1,4,1.0,0,
268,104060,李鸿章大杂烩,1,4,1.0,0,
269,104061,符离集烧鸡,1,4,1.0,0,
270,104062,胡适一品锅,1,4,1.0,0,
271,104063,问政山笋,1,4,1.0,0,
272,104064,刀板香,1,4,1.0,0,
273,104065,吴山贡鹅,1,4,1.0,0,
274,104066,三河米饺,1,4,1.0,0,
275,104067,淮南牛肉汤,1,4,1.0,0,
276,104068,阜阳格拉条,1,4,1.0,0,
277,104069,太和板面,1,4,1.0,0,
278,104070,无为熏鸭,1,4,1.0,0,
279,104071,巢湖银鱼,1,4,1.0,0,
280,104072,黄山烧饼,1,4,1.0,0,
281,104073,亳州牛肉馍,1,4,1.0,0,
282,104074,安庆鸡汤泡炒米,1,4,1.0,0,
283,104075,宿州撒汤,1,4,1.0,0,
284,105001,火锅,1,5,1.0,0,
285,105002,回锅肉,1,5,1.0,0,
286,105003,宫保鸡丁,1,5,1.0,0,
287,105004,麻婆豆腐,1,5,1.0,0,
288,105005,担担面,1,5,1.0,0,
289,105006,夫妻肺片,1,5,1.0,0,
290,105007,水煮鱼,1,5,1.0,0,
291,105008,口水鸡,1,5,1.0,0,
292,105009,龙抄手,1,5,1.0,0,
293,105010,钟水饺,1,5,1.0,0,
294,105011,赖汤圆,1,5,1.0,0,
295,105012,钵钵鸡,1,5,1.0,0,
296,105013,甜水面,1,5,1.0,0,
297,105014,宜宾燃面,1,5,1.0,0,
298,105015,军屯锅盔,1,5,1.0,0,
299,105016,老妈蹄花,1,5,1.0,0,
300,105017,冒菜,1,5,1.0,0,
301,105018,乐山跷脚牛肉,1,5,1.0,0,
302,105019,甜皮鸭,1,5,1.0,0,
303,105020,灯影牛肉,1,5,1.0,0,
304,105021,自贡冷吃兔,1,5,1.0,0,
305,105022,川北凉粉,1,5,1.0,0,
306,105023,重庆火锅,1,5,1.0,0,
307,105024,小面,1,5,1.0,0,
308,105025,酸辣粉,1,5,1.0,0,
309,105026,毛血旺,1,5,1.0,0,
310,105027,辣子鸡,1,5,1.0,0,
311,105028,黔江鸡杂,1,5,1.0,0,
312,105029,万州烤鱼,1,5,1.0,0,
313,105030,合川桃片,1,5,1.0,0,
314,105031,江津米花糖,1,5,1.0,0,
315,105032,磁器口麻花,1,5,1.0,0,
316,105033,奉节脐橙,1,5,1.0,0,
317,105034,涪陵榨菜,1,5,1.0,0,
318,105035,泉水鸡,1,5,1.0,0,
319,105036,重庆抄手,1,5,1.0,0,
320,105037,酸汤鱼,1,5,1.0,0,
321,105038,肠旺面,1,5,1.0,0,
322,105039,丝娃娃,1,5,1.0,0,
323,105040,花溪牛肉粉,1,5,1.0,0,
324,105041,糯米饭,1,5,1.0,0,
325,105042,豆米火锅,1,5,1.0,0,
326,105043,恋爱豆腐果,1,5,1.0,0,
327,105044,雷家豆腐圆子,1,5,1.0,0,
328,105045,遵义务川羊肉粉,1,5,1.0,0,
329,105046,安顺裹卷,1,5,1.0,0,
330,105047,兴义刷把头,1,5,1.0,0,
331,105048,赤水竹笋,1,5,1.0,0,
332,105049,毕节汤圆,1,5,1.0,0,
333,105050,贵阳辣子鸡,1,5,1.0,0,
334,105051,青岩猪脚,1,5,1.0,0,
335,105052,烙锅,1,5,1.0,0,
336,105053,黔东南牛瘪,1,5,1.0,0,
337,105054,安龙剪粉,1,5,1.0,0,
338,105055,过桥米线,1,5,1.0,0,
339,105056,气锅鸡,1,5,1.0,0,
340,105057,宣威火腿,1,5,1.0,0,
341,105058,大理砂锅鱼,1,5,1.0,0,
342,105059,腾冲大救驾,1,5,1.0,0,
343,105060,乳扇,1,5,1.0,0,
344,105061,饵块,1,5,1.0,0,
345,105062,烤饵块,1,5,1.0,0,
346,105063,建水烧豆腐,1,5,1.0,0,
347,105064,蒙自年糕,1,5,1.0,0,
348,105065,石屏豆腐,1,5,1.0,0,
349,105066,傣味烤鱼,1,5,1.0,0,
350,105067,云南野生菌,1,5,1.0,0,
351,105068,曲靖蒸饵丝,1,5,1.0,0,
352,105069,丽江粑粑,1,5,1.0,0,
353,105070,泸西烤洋芋,1,5,1.0,0,
354,105071,临沧佤族鸡肉烂饭,1,5,1.0,0,
355,105072,西双版纳菠萝饭,1,5,1.0,0,
356,105073,普洱鸡豆腐,1,5,1.0,0,
357,105074,昭通天麻炖鸡,1,5,1.0,0,
358,105075,香茅草烤鱼,1,5,1.0,0,
359,106001,剁椒鱼头,1,6,1.0,0,
360,106002,臭豆腐,1,6,1.0,0,
361,106003,毛氏红烧肉,1,6,1.0,0,
362,106004,口味虾,1,6,1.0,0,
363,106005,姊妹团子,1,6,1.0,0,
364,106006,糖油粑粑,1,6,1.0,0,
365,106007,辣椒炒肉,1,6,1.0,0,
366,106008,东安鸡,1,6,1.0,0,
367,106009,永州血鸭,1,6,1.0,0,
368,106010,湘西外婆菜,1,6,1.0,0,
369,106011,岳阳洞庭银鱼,1,6,1.0,0,
370,106012,常德米粉,1,6,1.0,0,
371,106013,攸县香干,1,6,1.0,0,
372,106014,长沙米粉,1,6,1.0,0,
373,106015,邵阳猪血丸子,1,6,1.0,0,
374,106016,衡阳鱼粉,1,6,1.0,0,
375,106017,平江酱干,1,6,1.0,0,
376,106018,浏阳蒸菜,1,6,1.0,0,
377,106019,安化擂茶,1,6,1.0,0,
378,106020,酱油拌饭,1,6,1.0,0,
379,106021,怀化芷江鸭,1,6,1.0,0,
380,106022,凤凰姜糖,1,6,1.0,0,
381,106023,益阳松花皮蛋,1,6,1.0,0,
382,106024,腊味合蒸,1,6,1.0,0,
383,106025,沅江芦笋,1,6,1.0,0,
384,106026,南昌拌粉,1,6,1.0,0,
385,106027,瓦罐汤,1,6,1.0,0,
386,106028,藜蒿炒腊肉,1,6,1.0,0,
387,106029,三杯鸡,1,6,1.0,0,
388,106030,井冈山烟笋,1,6,1.0,0,
389,106031,粉蒸肉,1,6,1.0,0,
390,106032,白糖糕,1,6,1.0,0,
391,106033,炒米粉,1,6,1.0,0,
392,106034,九江茶饼,1,6,1.0,0,
393,106035,婺源汽锅鸡,1,6,1.0,0,
394,106036,莲花血鸭,1,6,1.0,0,
395,106037,萍乡小炒肉,1,6,1.0,0,
396,106038,南昌炒粉,1,6,1.0,0,
397,106039,余干辣椒,1,6,1.0,0,
398,106040,弋阳年糕,1,6,1.0,0,
399,106041,铅山烫粉,1,6,1.0,0,
400,106042,瑞金牛肉汤,1,6,1.0,0,
401,106043,景德镇碱水粑,1,6,1.0,0,
402,106044,安福火腿,1,6,1.0,0,
403,106045,南丰蜜桔,1,6,1.0,0,
404,106046,新余米粉,1,6,1.0,0,
405,106047,清明果,1,6,1.0,0,
406,106048,热干面,1,6,1.0,0,
407,106049,豆皮,1,6,1.0,0,
408,106050,鸭脖,1,6,1.0,0,
409,106051,武昌鱼,1,6,1.0,0,
410,106052,排骨藕汤,1,6,1.0,0,
411,106053,面窝,1,6,1.0,0,
412,106054,鱼糊汤粉,1,6,1.0,0,
413,106055,欢喜坨,1,6,1.0,0,
414,106056,糯米鸡,1,6,1.0,0,
415,106057,孝感麻糖,1,6,1.0,0,
416,106058,冲菜,1,6,1.0,0,
417,106059,襄阳牛肉面,1,6,1.0,0,
418,106060,荆州鱼糕,1,6,1.0,0,
419,106061,石首笔架鱼肚,1,6,1.0,0,
420,106062,黄州东坡肉,1,6,1.0,0,
421,106063,沔阳三蒸,1,6,1.0,0,
422,106064,云梦鱼面,1,6,1.0,0,
423,106065,洪湖莲藕,1,6,1.0,0,
424,106066,武汉小龙虾,1,6,1.0,0,
425,106067,宜昌凉虾,1,6,1.0,0,
426,106068,钟祥蟠龙菜,1,6,1.0,0,
427,106069,恩施熏肉,1,6,1.0,0,
428,106070,郧阳三合汤,1,6,1.0,0,
429,107001,叉烧饭,1,7,1.0,0,
430,107002,云吞面,1,7,1.0,0,
431,107003,菠萝包,1,7,1.0,0,
432,107004,丝袜奶茶,1,7,1.0,0,
433,107005,咖喱鱼蛋,1,7,1.0,0,
434,107006,鸡蛋仔,1,7,1.0,0,
435,107007,煲仔饭,1,7,1.0,0,
436,107008,避风塘炒蟹,1,7,1.0,0,
437,107009,车仔面,1,7,1.0,0,
438,107010,碗仔翅,1,7,1.0,0,
439,107011,烧鹅,1,7,1.0,0,
440,107012,西多士,1,7,1.0,0,
441,107013,葡式蛋挞,1,7,1.0,0,
442,107014,猪扒包,1,7,1.0,0,
443,107015,水蟹粥,1,7,1.0,0,
444,107016,马介休球,1,7,1.0,0,
445,107017,木糠布丁,1,7,1.0,0,
446,107018,非洲鸡,1,7,1.0,0,
447,107019,澳门杏仁饼,1,7,1.0,0,
448,107020,大菜糕,1,7,1.0,0,
449,107021,葡国鸡,1,7,1.0,0,
450,107022,牛杂,1,7,1.0,0,
451,107023,免治牛肉,1,7,1.0,0,
452,107024,蚵仔煎,1,7,1.0,0,
453,107025,卤肉饭,1,7,1.0,0,
454,107026,牛肉面,1,7,1.0,0,
455,107027,珍珠奶茶,1,7,1.0,0,
456,107028,凤梨酥,1,7,1.0,0,
457,107029,盐酥鸡,1,7,1.0,0,
458,107030,大肠包小肠,1,7,1.0,0,
459,107031,棺材板,1,7,1.0,0,
460,107032,鼎泰丰小笼包,1,7,1.0,0,
461,107033,阿宗面线,1,7,1.0,0,
462,107034,甜不辣,1,7,1.0,0,
463,107035,台南碗粿,1,7,1.0,0,
464,108001,白切鸡,1,8,1.0,0,
465,108002,煲仔饭,1,8,1.0,0,
466,108003,肠粉,1,8,1.0,0,
467,108004,叉烧,1,8,1.0,0,
468,108005,虾饺,1,8,1.0,0,
469,108006,烧鹅,1,8,1.0,0,
470,108007,云吞面,1,8,1.0,0,
471,108008,双皮奶,1,8,1.0,0,
472,108009,艇仔粥,1,8,1.0,0,
473,108010,豉汁凤爪,1,8,1.0,0,
474,108011,沙河粉,1,8,1.0,0,
475,108012,梅菜扣肉,1,8,1.0,0,
476,108013,客家酿豆腐,1,8,1.0,0,
477,108014,牛肉丸,1,8,1.0,0,
478,108015,蚝烙,1,8,1.0,0,
479,108016,猪脚饭,1,8,1.0,0,
480,108017,隆江猪脚饭,1,8,1.0,0,
481,108018,牛杂,1,8,1.0,0,
482,108019,老火靓汤,1,8,1.0,0,
483,108020,盐焗鸡,1,8,1.0,0,
484,108021,广式月饼,1,8,1.0,0,
485,108022,螺蛳粉,1,8,1.0,0,
486,108023,桂林米粉,1,8,1.0,0,
487,108024,老友粉,1,8,1.0,0,
488,108025,酸野,1,8,1.0,0,
489,108026,柠檬鸭,1,8,1.0,0,
490,108027,梧州龟苓膏,1,8,1.0,0,
491,108028,巴马香猪,1,8,1.0,0,
492,108029,玉林牛巴,1,8,1.0,0,
493,108030,荔浦芋扣肉,1,8,1.0,0,
494,108031,柳州酿豆腐,1,8,1.0,0,
495,108032,横县鱼生,1,8,1.0,0,
496,108033,恭城油茶,1,8,1.0,0,
497,108034,全州醋血鸭,1,8,1.0,0,
498,108035,阳朔啤酒鱼,1,8,1.0,0,
499,108036,钦州大蚝,1,8,1.0,0,
500,108037,北海沙虫,1,8,1.0,0,
501,108038,防城港卷粉,1,8,1.0,0,
502,108039,贵港藕粉,1,8,1.0,0,
503,108040,田东芒果,1,8,1.0,0,
504,108041,容县沙田柚,1,8,1.0,0,
505,108042,文昌鸡,1,8,1.0,0,
506,108043,加积鸭,1,8,1.0,0,
507,108044,和乐蟹,1,8,1.0,0,
508,108045,东山羊,1,8,1.0,0,
509,108046,清补凉,1,8,1.0,0,
510,108047,海南粉,1,8,1.0,0,
511,108048,抱罗粉,1,8,1.0,0,
512,108049,椰子饭,1,8,1.0,0,
513,108050,竹筒饭,1,8,1.0,0,
514,108051,临高烤乳猪,1,8,1.0,0,
515,108052,陵水酸粉,1,8,1.0,0,
516,108053,鸡屎藤粑仔,1,8,1.0,0,
517,108054,海南鸡饭,1,8,1.0,0,
518,108055,热带水果,1,8,1.0,0,
519,108056,椰丝糯米粑,1,8,1.0,0,
520,108057,佛跳墙,1,8,1.0,0,
521,108058,沙茶面,1,8,1.0,0,
522,108059,土笋冻,1,8,1.0,0,
523,108060,海蛎煎,1,8,1.0,0,
524,108061,鱼丸,1,8,1.0,0,
525,108062,肉燕,1,8,1.0,0,
526,108063,沙县小吃,1,8,1.0,0,
527,108064,福州锅边糊,1,8,1.0,0,
528,108065,闽南润饼,1,8,1.0,0,
529,108066,泉州烧肉粽,1,8,1.0,0,
530,108067,同安封肉,1,8,1.0,0,
531,108068,莆田卤面,1,8,1.0,0,
532,108069,宁德鱼面,1,8,1.0,0,
533,108070,厦门薄饼,1,8,1.0,0,
534,108071,漳州卤面,1,8,1.0,0,
535,108072,龙岩芋子包,1,8,1.0,0,
536,108073,福州鱼丸,1,8,1.0,0,
537,108074,闽北光饼,1,8,1.0,0,
538,109001,肉夹馍,1,9,1.0,0,
539,109002,羊肉泡馍,1,9,1.0,0,
540,109003,凉皮,1,9,1.0,0,
541,109004,臊子面,1,9,1.0,0,
542,109005,biangbiang面,1,9,1.0,0,
543,109006,油泼面,1,9,1.0,0,
544,109007,葫芦头,1,9,1.0,0,
545,109008,贾三灌汤包,1,9,1.0,0,
546,109009,甑糕,1,9,1.0,0,
547,109010,柿子饼,1,9,1.0,0,
548,109011,锅盔,1,9,1.0,0,
549,109012,岐山臊子面,1,9,1.0,0,
550,109013,宝鸡擀面皮,1,9,1.0,0,
551,109014,汉中米皮,1,9,1.0,0,
552,109015,水盆羊肉,1,9,1.0,0,
553,109016,澄城水盆,1,9,1.0,0,
554,109017,菠菜面,1,9,1.0,0,
555,109018,长安葫芦鸡,1,9,1.0,0,
556,109019,三原蓼花糖,1,9,1.0,0,
557,109020,咸阳汇通面,1,9,1.0,0,
558,109021,安康蒸面,1,9,1.0,0,
559,109022,榆林羊杂碎,1,9,1.0,0,
560,109023,延安糜子酒,1,9,1.0,0,
561,109024,潼关肉夹馍,1,9,1.0,0,
562,109025,陕西八大碗,1,9,1.0,0,
563,109026,兰州拉面,1,9,1.0,0,
564,109027,手抓羊肉,1,9,1.0,0,
565,109028,酿皮,1,9,1.0,0,
566,109029,灰豆子,1,9,1.0,0,
567,109030,甜醅子,1,9,1.0,0,
568,109031,牛奶鸡蛋醪糟,1,9,1.0,0,
569,109032,浆水面,1,9,1.0,0,
570,109033,天水呱呱,1,9,1.0,0,
571,109034,陇西腊肉,1,9,1.0,0,
572,109035,静宁烧鸡,1,9,1.0,0,
573,109036,靖远羊羔肉,1,9,1.0,0,
574,109037,东乡土豆片,1,9,1.0,0,
575,109038,嘉峪关烤肉,1,9,1.0,0,
576,109039,敦煌驴肉黄面,1,9,1.0,0,
577,109040,泡儿油糕,1,9,1.0,0,
578,109041,张掖搓鱼面,1,9,1.0,0,
579,109042,武威三套车,1,9,1.0,0,
580,109043,庆阳饸饹面,1,9,1.0,0,
581,109044,河州包子,1,9,1.0,0,
582,109045,临夏锅盔,1,9,1.0,0,
583,109046,白银酸烂肉,1,9,1.0,0,
584,109047,甘南牦牛肉,1,9,1.0,0,
585,109048,羊肉臊子面,1,9,1.0,0,
